pair_id,principle_a,principle_b,shared_surface,shared_surface_note,mechanism,mechanism_note,material_consequence,consequence_note,primary_type,secondary_types,evidence_grade,counterexample,context_dependence,confidence,disposition,dossier,journal_refs
P155,Convention over Configuration,"Functional Core, Imperative Shell",fail,"Convention over Configuration decides default-versus-configuration choices; Functional Core, Imperative Shell decides placement of decisions and effects.",fail,"No repeatable causal path from applying Convention over Configuration to the Functional Core, Imperative Shell decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can infer routine file locations while making no decision about placement of decisions and effects.,medium,reject,,independent-review
P156,Convention over Configuration,Negative Code,pass,Both affect removal of redundant ordinary-case configuration.,pass,"Once a stable discoverable convention supplies the default, duplicate settings and discovery glue can be safely deleted.",pass,The ordinary case needs fewer artifacts and choices.,Enablement,,Reasoned Inference,pass,Counterexample: important exceptions still require explicit configuration and cannot be deleted.,medium,uncertain,,independent-review
P157,Convention over Configuration,Dead Code Elimination,fail,Convention over Configuration decides default-versus-configuration choices; Dead Code Elimination decides artifact liveness.,fail,No repeatable causal path from applying Convention over Configuration to the Dead Code Elimination decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can infer routine file locations while making no decision about artifact liveness.,medium,reject,,independent-review
P158,Convention over Configuration,Refactoring Toward Primitives,pass,Both affect whether platform conventions replace custom discovery machinery.,pass,Adopting a trustworthy ecosystem convention lets standard loaders or framework primitives replace bespoke configuration and glue.,pass,Owned discovery code and repeated settings disappear.,Reinforcement,,Reasoned Inference,pass,Counterexample: obscure framework magic or incompatible migration can make custom explicit code cheaper.,medium,uncertain,,independent-review
P159,Convention over Configuration,Dependency Inversion Principle,pass,Both affect how adapters are selected and wired.,pass,"Convention can infer the ordinary adapter, while DIP requires policy to depend on an explicit domain contract; hidden precedence must not leak details inward.",pass,Wiring shrinks without obscuring the policy/detail boundary.,Tension,Moderation,Reasoned Inference,pass,Counterexample: security-sensitive provider choice should remain explicit.,medium,uncertain,,independent-review
P160,Convention over Configuration,Data-Driven Design,pass,Both affect representation of a dominant case and its regular exceptions.,pass,Convention handles the stable default; a small typed table can encode the remaining inspectable variations without repeated control flow.,pass,Common paths stay implicit while exceptions remain visible and validatable.,Complementary,,Reasoned Inference,pass,"Counterexample: if exceptions dominate, one explicit data table should replace the convention.",medium,uncertain,,independent-review
P161,Convention over Configuration,Make Illegal States Unrepresentable,fail,Convention over Configuration decides default-versus-configuration choices; Make Illegal States Unrepresentable decides domain state representation.,fail,No repeatable causal path from applying Convention over Configuration to the Make Illegal States Unrepresentable decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can infer routine file locations while making no decision about domain state representation.,medium,reject,,independent-review
P162,Convention over Configuration,"Parse, Don't Validate",fail,"Convention over Configuration decides default-versus-configuration choices; Parse, Don't Validate decides raw-to-trusted boundary conversion.",fail,"No repeatable causal path from applying Convention over Configuration to the Parse, Don't Validate decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can infer routine file locations while making no decision about raw-to-trusted boundary conversion.,medium,reject,,independent-review
P163,Convention over Configuration,"Tell, Don't Ask",fail,"Convention over Configuration decides default-versus-configuration choices; Tell, Don't Ask decides ownership of state-dependent operations.",fail,"No repeatable causal path from applying Convention over Configuration to the Tell, Don't Ask decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can infer routine file locations while making no decision about ownership of state-dependent operations.,medium,reject,,independent-review
P164,Convention over Configuration,Law of Demeter,fail,Convention over Configuration decides default-versus-configuration choices; Law of Demeter decides collaborator knowledge depth.,fail,No repeatable causal path from applying Convention over Configuration to the Law of Demeter decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can infer routine file locations while making no decision about collaborator knowledge depth.,medium,reject,,independent-review
P165,Convention over Configuration,Boy Scout Rule,fail,Convention over Configuration decides default-versus-configuration choices; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Convention over Configuration to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can infer routine file locations while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P166,Unix Philosophy,"Functional Core, Imperative Shell",pass,Both affect decomposition and recombination of decisions and effects.,pass,"A value-oriented core can be a focused transform, while the shell composes it with I/O and reports diagnostics separately.",pass,Policy is reusable and effects remain visible in the pipeline boundary.,Complementary,,Reasoned Inference,pass,Counterexample: transaction and recovery requirements can demand one cohesive in-process workflow.,medium,uncertain,,independent-review
P167,Unix Philosophy,Negative Code,pass,Both affect reuse of existing focused components instead of custom monoliths.,pass,Combining an existing tool through a stable interface can replace owned implementation and its perimeter.,pass,Required behavior is delivered with fewer local mechanisms.,Reinforcement,,Reasoned Inference,pass,Counterexample: an external process and ad hoc text protocol can cost more than a small local function.,medium,uncertain,,independent-review
P168,Unix Philosophy,Dead Code Elimination,fail,Unix Philosophy decides component scope and composition interfaces; Dead Code Elimination decides artifact liveness.,fail,No repeatable causal path from applying Unix Philosophy to the Dead Code Elimination decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can compose a filter and formatter while making no decision about artifact liveness.,medium,reject,,independent-review
P169,Unix Philosophy,Refactoring Toward Primitives,pass,Both affect replacement of custom behavior with existing composable capability.,pass,Unix's combine-existing-tools action supplies candidate platform primitives; contract comparison determines whether they can replace local machinery.,pass,Owned code shrinks while behavior remains composable.,Reinforcement,,Reasoned Inference,pass,Counterexample: a command-line tool with mismatched errors or portability can fail the contract.,medium,uncertain,,independent-review
P170,Unix Philosophy,Dependency Inversion Principle,pass,Both affect stable interfaces between focused policy and details.,pass,"A simple composable interface can serve as the policy-owned boundary, with external tools or adapters supplying details.",pass,Focused policy can outlive a transport or storage implementation.,Complementary,,Reasoned Inference,pass,Counterexample: wrapping every stable tool behind a port creates useless forwarding layers.,medium,uncertain,,independent-review
P171,Unix Philosophy,Data-Driven Design,fail,Unix Philosophy decides component scope and composition interfaces; Data-Driven Design decides control-flow-versus-data representation.,fail,No repeatable causal path from applying Unix Philosophy to the Data-Driven Design decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can compose a filter and formatter while making no decision about control-flow-versus-data representation.,medium,reject,,independent-review
P172,Unix Philosophy,Make Illegal States Unrepresentable,fail,Unix Philosophy decides component scope and composition interfaces; Make Illegal States Unrepresentable decides domain state representation.,fail,No repeatable causal path from applying Unix Philosophy to the Make Illegal States Unrepresentable decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can compose a filter and formatter while making no decision about domain state representation.,medium,reject,,independent-review
P173,Unix Philosophy,"Parse, Don't Validate",pass,Both affect conversion at simple component interfaces.,pass,A component parses incoming stream or value data into a trusted internal type before focused processing and emits a stable representation.,pass,Raw-format checks do not leak through the pipeline.,Complementary,,Reasoned Inference,pass,Counterexample: a transparent typed in-process value may require no parsing boundary.,medium,uncertain,,independent-review
P174,Unix Philosophy,"Tell, Don't Ask",fail,"Unix Philosophy decides component scope and composition interfaces; Tell, Don't Ask decides ownership of state-dependent operations.",fail,"No repeatable causal path from applying Unix Philosophy to the Tell, Don't Ask decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can compose a filter and formatter while making no decision about ownership of state-dependent operations.,medium,reject,,independent-review
P175,Unix Philosophy,Law of Demeter,pass,Both affect dependence on component internals.,pass,Stable simple interfaces let components compose without callers navigating their internal structures.,pass,Components remain replaceable and independently understandable.,Reinforcement,,Reasoned Inference,pass,Counterexample: excessive wrapper commands can create middle-men around plain data.,medium,uncertain,,independent-review
P176,Unix Philosophy,Boy Scout Rule,fail,Unix Philosophy decides component scope and composition interfaces; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Unix Philosophy to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can compose a filter and formatter while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P177,"Functional Core, Imperative Shell",Negative Code,fail,"Functional Core, Imperative Shell decides placement of decisions and effects; Negative Code decides safe implementation removal.",fail,"No repeatable causal path from applying Functional Core, Imperative Shell to the Negative Code decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can evaluate pricing in a pure core while making no decision about safe implementation removal.,medium,reject,,independent-review
P178,"Functional Core, Imperative Shell",Dead Code Elimination,fail,"Functional Core, Imperative Shell decides placement of decisions and effects; Dead Code Elimination decides artifact liveness.",fail,"No repeatable causal path from applying Functional Core, Imperative Shell to the Dead Code Elimination decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can evaluate pricing in a pure core while making no decision about artifact liveness.,medium,reject,,independent-review
P179,"Functional Core, Imperative Shell",Refactoring Toward Primitives,fail,"Functional Core, Imperative Shell decides placement of decisions and effects; Refactoring Toward Primitives decides custom-versus-existing capability.",fail,"No repeatable causal path from applying Functional Core, Imperative Shell to the Refactoring Toward Primitives decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can evaluate pricing in a pure core while making no decision about custom-versus-existing capability.,medium,reject,,independent-review
P180,"Functional Core, Imperative Shell",Dependency Inversion Principle,pass,Both affect boundary between deterministic policy and volatile effects.,pass,The pure core acts as stable policy; shell adapters implement narrow domain-shaped effect contracts and are composed outside.,pass,Policy tests use explicit values while vendor types and I/O stay at the edge.,Complementary,,Reasoned Inference,pass,Counterexample: required latency or transaction semantics can make a simplistic port dishonest.,medium,uncertain,,independent-review
P181,"Functional Core, Imperative Shell",Data-Driven Design,pass,Both affect representation and execution of deterministic decision rules.,pass,"A typed case table and small interpreter can live in the pure core, while the shell supplies and persists external data.",pass,Regular policy becomes direct input/output logic instead of effect-entangled branches.,Complementary,,Reasoned Inference,pass,Counterexample: remotely loaded rules can introduce failure and lifecycle concerns that belong in the shell.,medium,uncertain,,independent-review
P182,"Functional Core, Imperative Shell",Make Illegal States Unrepresentable,pass,Both affect input and output shapes of a deterministic core.,pass,Precise domain types reduce impossible branches and partial outcomes inside value-to-value policy functions.,pass,"The core becomes smaller, more total, and easier to test exhaustively.",Enablement,,Reasoned Inference,pass,Counterexample: concurrent inventory facts cannot be frozen into the input type as permanently valid.,medium,uncertain,,independent-review
P183,"Functional Core, Imperative Shell","Parse, Don't Validate",pass,Both affect boundary preparation of data for pure policy.,pass,"The shell parses raw external input into trusted values before invoking the core, preserving validation evidence in its inputs.",pass,Core logic avoids I/O-shaped checks and casts.,Sequencing,Enablement,Reasoned Inference,pass,Counterexample: mutable authorization must still be checked near the effect that uses it.,high,uncertain,,independent-review
P184,"Functional Core, Imperative Shell","Tell, Don't Ask",pass,Both affect placement of an invariant operation and its effects.,pass,"A domain operation can decide a transition in the core, while the shell loads state and executes persistence or messages.",pass,Invariant behavior stays beside domain state without absorbing infrastructure workflow.,Complementary,,Reasoned Inference,pass,Counterexample: inherently effectful locking decisions may not separate cleanly.,medium,uncertain,,independent-review
P185,"Functional Core, Imperative Shell",Law of Demeter,pass,Both affect knowledge the policy core has of infrastructure structure.,pass,"Passing explicit values and intended actions prevents core policy from navigating databases, clients, or service graphs.",pass,Infrastructure rearrangement affects the shell rather than domain decisions.,Reinforcement,,Reasoned Inference,pass,Counterexample: wrapping transparent immutable values merely to reduce dots adds no protection.,medium,uncertain,,independent-review
P186,"Functional Core, Imperative Shell",Boy Scout Rule,fail,"Functional Core, Imperative Shell decides placement of decisions and effects; Boy Scout Rule decides incidental cleanup scope.",fail,"No repeatable causal path from applying Functional Core, Imperative Shell to the Boy Scout Rule decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can evaluate pricing in a pure core while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P187,Negative Code,Dead Code Elimination,pass,Both affect safe removal of maintained artifacts.,pass,Dead Code Elimination is a narrower proof route for Negative Code: non-liveness establishes that deletion preserves supported outcomes.,pass,Unreachable paths and their supporting perimeter can be removed with no contract change.,Overlap,Reinforcement,Reasoned Inference,pass,"Counterexample: live redundant code may still be removable by replacement, but it is not dead.",high,uncertain,,independent-review
P188,Negative Code,Refactoring Toward Primitives,pass,Both affect contract-preserving replacement of owned machinery.,pass,"A trustworthy primitive assumes the required contract, after which the custom implementation and obsolete glue can be deleted.",pass,Fewer local edge cases and lifecycle obligations remain.,Enablement,,Reasoned Inference,pass,Counterexample: a heavy or semantically different primitive can increase total machinery.,high,uncertain,,independent-review
P189,Negative Code,Dependency Inversion Principle,fail,Negative Code decides safe implementation removal; Dependency Inversion Principle decides policy/detail dependency direction.,fail,No repeatable causal path from applying Negative Code to the Dependency Inversion Principle decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can delete an obsolete wrapper while making no decision about policy/detail dependency direction.,medium,reject,,independent-review
P190,Negative Code,Data-Driven Design,pass,Both affect replacement of repeated control-flow implementations.,pass,A typed table plus one algorithm can make repeated branches and case-specific implementations removable.,pass,The same decision space is maintained with less owned code.,Enablement,,Reasoned Inference,pass,Counterexample: irregular cases forced into an interpreter can add more code than direct branches.,medium,uncertain,,independent-review
P191,Negative Code,Make Illegal States Unrepresentable,pass,Both affect removal of checks for structurally impossible cases.,pass,"After controlled construction excludes invalid combinations, downstream defensive branches that handled those combinations can be deleted.",pass,The implementation loses repeated guards without weakening the invariant.,Enablement,,Reasoned Inference,pass,Counterexample: checks for mutable remote facts remain live and must not be removed.,medium,uncertain,,independent-review
P192,Negative Code,"Parse, Don't Validate",pass,Both affect removal of repeated raw-input validation.,pass,"Once parsing yields a trusted value, downstream rechecks, casts, and error plumbing for the same structural facts can be removed.",pass,The boundary proof replaces multiple maintained validation paths.,Enablement,,Reasoned Inference,pass,Counterexample: use-time authorization and resource limits still require checks.,medium,uncertain,,independent-review
P193,Negative Code,"Tell, Don't Ask",pass,Both affect removal of duplicated query-decide-mutate sequences.,pass,One state-owner operation can replace several caller implementations and expose a smaller mutation surface.,pass,Duplicated policy and bypass glue are deleted while behavior remains.,Enablement,,Reasoned Inference,pass,Counterexample: reporting queries should not be deleted in favor of meaningless commands.,medium,uncertain,,independent-review
P194,Negative Code,Law of Demeter,fail,Negative Code decides safe implementation removal; Law of Demeter decides collaborator knowledge depth.,fail,No repeatable causal path from applying Negative Code to the Law of Demeter decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can delete an obsolete wrapper while making no decision about collaborator knowledge depth.,medium,reject,,independent-review
P195,Negative Code,Boy Scout Rule,pass,Both affect timing and scope of small safe deletion.,pass,"Boy Scout scope supplies a touched, understood slice in which contract-preserving removal can be reviewed and verified.",pass,Obsolete local machinery is reduced incrementally without a broad cleanup project.,Sequencing,,Reasoned Inference,pass,Counterexample: deleting an uncertain public path is not a bounded incidental improvement.,medium,uncertain,,independent-review
P196,Dead Code Elimination,Refactoring Toward Primitives,pass,Both affect cleanup after a primitive replacement.,pass,"Once calls move to the contract-equivalent primitive, liveness analysis can identify the old custom implementation and perimeter as unused.",pass,The replacement completes without leaving false choices or dependencies.,Sequencing,,Reasoned Inference,pass,Counterexample: an external consumer may keep the old entry point live.,high,uncertain,,independent-review
P197,Dead Code Elimination,Dependency Inversion Principle,fail,Dead Code Elimination decides artifact liveness; Dependency Inversion Principle decides policy/detail dependency direction.,fail,No repeatable causal path from applying Dead Code Elimination to the Dependency Inversion Principle decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can remove an unreachable flag path while making no decision about policy/detail dependency direction.,medium,reject,,independent-review
P198,Dead Code Elimination,Data-Driven Design,fail,Dead Code Elimination decides artifact liveness; Data-Driven Design decides control-flow-versus-data representation.,fail,No repeatable causal path from applying Dead Code Elimination to the Data-Driven Design decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can remove an unreachable flag path while making no decision about control-flow-versus-data representation.,medium,reject,,independent-review
P199,Dead Code Elimination,Make Illegal States Unrepresentable,pass,Both affect liveness of branches for excluded states.,pass,"After construction makes a state unrepresentable, branches reachable only from that state become candidates for proven removal.",pass,Consumers have fewer impossible-case paths to test and maintain.,Sequencing,,Reasoned Inference,pass,Counterexample: unsafe casts or legacy serialized values can keep the branch reachable.,medium,uncertain,,independent-review
P200,Dead Code Elimination,"Parse, Don't Validate",pass,Both affect liveness of downstream structural-validation paths.,pass,"After all entry paths parse into trusted types, repeated branches for malformed raw structure can become unreachable and removable.",pass,Validation logic remains once at the boundary instead of as dead downstream defenses.,Sequencing,,Reasoned Inference,pass,Counterexample: a bypass path that still accepts raw values keeps those checks live.,medium,uncertain,,independent-review
P201,Dead Code Elimination,"Tell, Don't Ask",fail,"Dead Code Elimination decides artifact liveness; Tell, Don't Ask decides ownership of state-dependent operations.",fail,"No repeatable causal path from applying Dead Code Elimination to the Tell, Don't Ask decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can remove an unreachable flag path while making no decision about ownership of state-dependent operations.,medium,reject,,independent-review
P202,Dead Code Elimination,Law of Demeter,fail,Dead Code Elimination decides artifact liveness; Law of Demeter decides collaborator knowledge depth.,fail,No repeatable causal path from applying Dead Code Elimination to the Law of Demeter decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can remove an unreachable flag path while making no decision about collaborator knowledge depth.,medium,reject,,independent-review
P203,Dead Code Elimination,Boy Scout Rule,pass,Both affect safe local removal during a real change.,pass,"DCE supplies liveness evidence; Boy Scout limits removal to a touched, reviewable slice and requires proportionate verification.",pass,Dead artifacts can disappear incrementally without repository-wide cleanup.,Complementary,,Reasoned Inference,pass,Counterexample: uncertain dynamic registration requires investigation beyond incidental scope.,medium,uncertain,,independent-review
P204,Refactoring Toward Primitives,Dependency Inversion Principle,pass,Both affect whether a platform capability should be used directly or wrapped by policy.,pass,"Primitive refactoring removes needless wrappers, while DIP retains a narrow domain port only when volatility or policy isolation is demonstrated.",pass,The design avoids both vendor leakage and ceremonial adapter stacks.,Tension,Moderation,Reasoned Inference,pass,Counterexample: a stable standard-library primitive can be called directly from policy.,medium,uncertain,,independent-review
P205,Refactoring Toward Primitives,Data-Driven Design,fail,Refactoring Toward Primitives decides custom-versus-existing capability; Data-Driven Design decides control-flow-versus-data representation.,fail,No repeatable causal path from applying Refactoring Toward Primitives to the Data-Driven Design decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can replace a custom parser with a standard primitive while making no decision about control-flow-versus-data representation.,medium,reject,,independent-review
P206,Refactoring Toward Primitives,Make Illegal States Unrepresentable,pass,Both affect choice of an existing invariant-enforcing representation.,pass,"A language, database, or library primitive can replace custom state machinery while structurally excluding invalid values.",pass,The invariant gains mature enforcement with less owned code.,Enablement,,Reasoned Inference,pass,Counterexample: a similarly named primitive with different semantics cannot represent the domain.,medium,uncertain,,independent-review
P207,Refactoring Toward Primitives,"Parse, Don't Validate",pass,Both affect implementation of the raw-to-trusted conversion.,pass,"A standard decoder, parser, or typed constructor can replace bespoke validation while returning a precise value or useful error.",pass,Boundary code and edge-case ownership shrink.,Enablement,,Reasoned Inference,pass,Counterexample: domain-specific normalization may require a small custom parser.,medium,uncertain,,independent-review
P208,Refactoring Toward Primitives,"Tell, Don't Ask",fail,"Refactoring Toward Primitives decides custom-versus-existing capability; Tell, Don't Ask decides ownership of state-dependent operations.",fail,"No repeatable causal path from applying Refactoring Toward Primitives to the Tell, Don't Ask decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can replace a custom parser with a standard primitive while making no decision about ownership of state-dependent operations.,medium,reject,,independent-review
P209,Refactoring Toward Primitives,Law of Demeter,pass,Both affect whether direct primitive use leaks unstable internals.,pass,"Primitive refactoring favors direct reuse, while Demeter justifies a cohesive boundary only when callers would otherwise depend on an unstable object graph.",pass,Unnecessary wrappers disappear without exporting structural coupling.,Tension,Moderation,Reasoned Inference,pass,Counterexample: direct operations on an immutable standard value need no facade.,medium,uncertain,,independent-review
P210,Refactoring Toward Primitives,Boy Scout Rule,pass,Both affect scope and timing of a local primitive substitution.,pass,"Boy Scout scope limits replacement to a touched, well-characterized slice; primitive comparison supplies the concrete cleanup.",pass,A small custom helper can be removed without expanding into platform migration.,Complementary,,Reasoned Inference,pass,Counterexample: repository-wide API replacement requires separate planning and is not incidental.,medium,uncertain,,independent-review
P211,Dependency Inversion Principle,Data-Driven Design,fail,Dependency Inversion Principle decides policy/detail dependency direction; Data-Driven Design decides control-flow-versus-data representation.,fail,No repeatable causal path from applying Dependency Inversion Principle to the Data-Driven Design decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can put a storage adapter behind a policy-owned port while making no decision about control-flow-versus-data representation.,medium,reject,,independent-review
P212,Dependency Inversion Principle,Make Illegal States Unrepresentable,pass,Both affect shape of the policy-owned contract.,pass,Domain-precise request and result types keep vendor states and invalid combinations outside the port policy owns.,pass,"Adapters must translate details before policy consumes them, reducing invalid cases inward.",Reinforcement,,Reasoned Inference,pass,Counterexample: remote failures and latency cannot be encoded away as impossible.,medium,uncertain,,independent-review
P213,Dependency Inversion Principle,"Parse, Don't Validate",pass,Both affect translation at a detail adapter boundary.,pass,An outer adapter parses vendor or transport data into the domain-shaped values required by the policy port.,pass,Raw types and repeated validation do not leak into stable policy.,Enablement,,Reasoned Inference,pass,Counterexample: mutable external facts may still require checks during each adapter call.,medium,uncertain,,independent-review
P214,Dependency Inversion Principle,"Tell, Don't Ask",pass,Both affect capability exposed to stable policy.,pass,A domain-shaped port or aggregate command lets policy request a meaningful operation instead of querying detail state and reconstructing its rules.,pass,Vendor structure and mutation sequences remain behind the boundary.,Reinforcement,,Reasoned Inference,pass,Counterexample: read-only orchestration can legitimately request data through a narrow query.,medium,uncertain,,independent-review
P215,Dependency Inversion Principle,Law of Demeter,pass,Both affect knowledge policy has of volatile details.,pass,"A narrow policy-owned port is the immediate meaningful interface Demeter requires, preventing navigation into vendor object graphs.",pass,Detail restructuring is absorbed by the adapter.,Reinforcement,,Reasoned Inference,pass,Counterexample: a trivial stable value object needs neither adapter nor protective facade.,high,uncertain,,independent-review
P216,Dependency Inversion Principle,Boy Scout Rule,fail,Dependency Inversion Principle decides policy/detail dependency direction; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Dependency Inversion Principle to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can put a storage adapter behind a policy-owned port while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P217,Data-Driven Design,Make Illegal States Unrepresentable,pass,Both affect schema for regular case data.,pass,Precise row and key types exclude invalid combinations and make the table's decision space exhaustive or validateable.,pass,The interpreter can omit defensive branches for malformed case data.,Enablement,,Reasoned Inference,pass,Counterexample: remotely mutable data still needs runtime validation and lifecycle handling.,medium,uncertain,,independent-review
P218,Data-Driven Design,"Parse, Don't Validate",pass,Both affect construction of trusted case tables.,pass,Parsing converts raw configuration into typed rows before the shared algorithm operates on them.,pass,The interpreter sees one valid schema and avoids scattered string-key checks.,Enablement,,Reasoned Inference,pass,Counterexample: developer-owned typed constants may need no raw parsing step.,medium,uncertain,,independent-review
P219,Data-Driven Design,"Tell, Don't Ask",pass,Both affect placement of regular rules versus state-owned transitions.,pass,"Regular static variation can live in data, while a transition depending on owned mutable state belongs in a meaningful owner operation.",pass,Rules avoid both scattered branches and an anemic state object.,Tension,Moderation,Reasoned Inference,pass,Counterexample: callback-filled rows that mutate aggregate state should be code on the owner.,medium,uncertain,,independent-review
P220,Data-Driven Design,Law of Demeter,fail,Data-Driven Design decides control-flow-versus-data representation; Law of Demeter decides collaborator knowledge depth.,fail,No repeatable causal path from applying Data-Driven Design to the Law of Demeter decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can replace regular branches with a typed table while making no decision about collaborator knowledge depth.,medium,reject,,independent-review
P221,Data-Driven Design,Boy Scout Rule,fail,Data-Driven Design decides control-flow-versus-data representation; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Data-Driven Design to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can replace regular branches with a typed table while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P222,Make Illegal States Unrepresentable,"Parse, Don't Validate",pass,Both affect construction boundary for precise domain values.,pass,Parsing is the controlled path that checks raw input and returns the representation whose invalid combinations cannot escape.,pass,Validation evidence is preserved and impossible-case branches disappear downstream.,Enablement,Reinforcement,Reasoned Inference,pass,Counterexample: authorization and concurrent uniqueness remain contextual checks.,high,uncertain,,independent-review
P223,Make Illegal States Unrepresentable,"Tell, Don't Ask",pass,Both affect protection of a state invariant.,pass,A precise representation narrows possible states; owner commands control transitions so callers cannot assemble invalid mutation sequences.,pass,Both stored states and transition paths preserve the invariant.,Complementary,,Reasoned Inference,pass,Counterexample: external mutable facts still require commands to fail at use time.,medium,uncertain,,independent-review
P224,Make Illegal States Unrepresentable,Law of Demeter,fail,Make Illegal States Unrepresentable decides domain state representation; Law of Demeter decides collaborator knowledge depth.,fail,No repeatable causal path from applying Make Illegal States Unrepresentable to the Law of Demeter decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can model mutually exclusive states as a sum type while making no decision about collaborator knowledge depth.,medium,reject,,independent-review
P225,Make Illegal States Unrepresentable,Boy Scout Rule,fail,Make Illegal States Unrepresentable decides domain state representation; Boy Scout Rule decides incidental cleanup scope.,fail,No repeatable causal path from applying Make Illegal States Unrepresentable to the Boy Scout Rule decision follows from the profiles.,fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can model mutually exclusive states as a sum type while making no decision about incidental cleanup scope.,medium,reject,,independent-review
P226,"Parse, Don't Validate","Tell, Don't Ask",pass,Both affect preparation of a domain command's inputs.,pass,Raw requests are parsed into precise command values before the state owner applies its invariant and transition.,pass,The owner does not repeat structural validation or accept ambiguous inputs.,Sequencing,,Reasoned Inference,pass,Counterexample: the owner must still reject validly parsed commands that violate current state.,medium,uncertain,,independent-review
P227,"Parse, Don't Validate",Law of Demeter,pass,Both affect boundary between external structure and domain collaboration.,pass,Parsing extracts the needed domain value from a raw nested representation so inner callers need not navigate that external graph.,pass,Format changes stay at the parser rather than spreading object-chain knowledge.,Complementary,,Reasoned Inference,pass,Counterexample: direct access to a stable immutable record can be clearer than an extra parser wrapper.,medium,uncertain,,independent-review
P228,"Parse, Don't Validate",Boy Scout Rule,fail,"Parse, Don't Validate decides raw-to-trusted boundary conversion; Boy Scout Rule decides incidental cleanup scope.",fail,"No repeatable causal path from applying Parse, Don't Validate to the Boy Scout Rule decision follows from the profiles.",fail,Either decision can change without materially changing the other's required outcome.,Independence,,,pass,Counterexample: a team can parse a raw identifier into a trusted value while making no decision about incidental cleanup scope.,medium,reject,,independent-review
