pair_id,principle_a,principle_b,shared_surface,shared_surface_note,mechanism,mechanism_note,material_consequence,consequence_note,primary_type,secondary_types,evidence_grade,counterexample,context_dependence,confidence,disposition,dossier,journal_refs
P121,Separation of Concerns,Data-Driven Design,fail,Distinct operational decisions: Separation of Concerns governs logical boundaries between kinds of decisions; Data-Driven Design governs representation of regular variation as data or control flow. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Separation of Concerns to logical boundaries between kinds of decisions while no decision concerning representation of regular variation as data or control flow arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P122,Separation of Concerns,Make Illegal States Unrepresentable,fail,Distinct operational decisions: Separation of Concerns governs logical boundaries between kinds of decisions; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Separation of Concerns to logical boundaries between kinds of decisions while no decision concerning representation and enforcement of stable invariants arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P123,Separation of Concerns,"Parse, Don't Validate",pass,"Causally connected decisions: Separation of Concerns governs logical boundaries between kinds of decisions; Parse, Don't Validate governs conversion of raw input into trusted domain values.",pass,A parsing boundary separates untrusted transport representation from trusted domain decisions and supplies the value crossing that boundary.,pass,"Effects decode and parse before domain behavior, which no longer accepts raw request or SDK types.",Reinforcement,,Convergent,Internal values produced entirely inside a trusted module need no redundant parsing layer.,Applies when raw external data would otherwise leak into domain logic.,high,publish,pair-dossiers/P123-separation-of-concerns-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P124,Separation of Concerns,"Tell, Don't Ask",pass,"Causally connected decisions: Separation of Concerns governs logical boundaries between kinds of decisions; Tell, Don't Ask governs ownership of state-dependent decisions and transitions.",pass,"Tell, Don't Ask moves invariant behavior toward its data owner, while separation prevents that owner from absorbing unrelated persistence, presentation, or workflow.",pass,The domain operation owns one transition and returns an outcome for an outer orchestrator.,Tension,Moderation,Convergent,Moving HTML rendering into an account object merely because it has data violates concern separation.,Applies when a query-decide-mutate sequence mixes invariant enforcement with other workflow work.,high,publish,pair-dossiers/P124-separation-of-concerns-tell-don-t-ask.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P125,Separation of Concerns,Law of Demeter,pass,Causally connected decisions: Separation of Concerns governs logical boundaries between kinds of decisions; Law of Demeter governs knowledge of collaborators' internal structure.,pass,A real concern boundary is undermined when callers navigate its internal object graph; meaningful near-neighbor operations preserve the separation.,pass,Callers depend on the boundary's capability or plain boundary value rather than nested implementation structure.,Reinforcement,,Convergent,A renderer traversing a transparent immutable view model is not crossing a hidden concern boundary.,Applies when one concern reaches through another's internal ownership chain.,high,publish,pair-dossiers/P125-separation-of-concerns-law-of-demeter.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P126,Separation of Concerns,Boy Scout Rule,fail,Distinct operational decisions: Separation of Concerns governs logical boundaries between kinds of decisions; Boy Scout Rule governs scope and timing of incidental local cleanup. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Separation of Concerns to logical boundaries between kinds of decisions while no decision concerning scope and timing of incidental local cleanup arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P127,Single Responsibility Principle,Composition over Inheritance,pass,Both affect how independently owned behavior is assembled.,fail,Rejected hypothesis: SRP identifies behaviors that change for different actors; composition keeps them separate and combines them at a useful boundary.,fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P127-single-responsibility-principle-composition-over-inheritance.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P128,Single Responsibility Principle,Convention over Configuration,fail,Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Convention over Configuration governs routine defaults versus explicit exceptions. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning routine defaults versus explicit exceptions arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P129,Single Responsibility Principle,Unix Philosophy,pass,Causally connected decisions: Single Responsibility Principle governs module cohesion around reasons for change; Unix Philosophy governs component scope and composition interface.,pass,"Both seek cohesive units, but SRP tests reasons for change while Unix Philosophy additionally requires composable interfaces.",pass,A component keeps one recognizable purpose and emits output usable without importing its internal responsibilities.,Overlap,Reinforcement,Convergent,One cohesive compiler performs many internal operations without violating either principle.,Applies when component scope is being chosen around coherent work.,high,publish,pair-dossiers/P129-single-responsibility-principle-unix-philosophy.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P130,Single Responsibility Principle,"Functional Core, Imperative Shell",fail,"Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Functional Core, Imperative Shell governs placement of deterministic decisions and effects. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning placement of deterministic decisions and effects arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P131,Single Responsibility Principle,Negative Code,fail,Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Negative Code governs net removal of owned machinery while preserving contract. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning net removal of owned machinery while preserving contract arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P132,Single Responsibility Principle,Dead Code Elimination,fail,Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Dead Code Elimination governs liveness within the supported system boundary. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning liveness within the supported system boundary arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P133,Single Responsibility Principle,Refactoring Toward Primitives,fail,Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Refactoring Toward Primitives governs replacement of custom code by existing capabilities. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning replacement of custom code by existing capabilities arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P134,Single Responsibility Principle,Dependency Inversion Principle,pass,Causally connected decisions: Single Responsibility Principle governs module cohesion around reasons for change; Dependency Inversion Principle governs contract ownership and source-dependency direction.,pass,SRP identifies policy and infrastructure as different responsibilities; DIP controls dependency direction across the resulting boundary.,pass,The policy module owns a narrow contract and the infrastructure module implements it.,Complementary,,Convergent,Splitting a stable local helper and adding an interface creates responsibilities that did not exist.,Applies when policy and volatile detail change for different actors or reasons.,high,publish,pair-dossiers/P134-single-responsibility-principle-dependency-inversion-principle.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P135,Single Responsibility Principle,Data-Driven Design,fail,Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Data-Driven Design governs representation of regular variation as data or control flow. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning representation of regular variation as data or control flow arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P136,Single Responsibility Principle,Make Illegal States Unrepresentable,fail,Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning representation and enforcement of stable invariants arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P137,Single Responsibility Principle,"Parse, Don't Validate",fail,"Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Parse, Don't Validate governs conversion of raw input into trusted domain values. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning conversion of raw input into trusted domain values arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P138,Single Responsibility Principle,"Tell, Don't Ask",pass,"Causally connected decisions: Single Responsibility Principle governs module cohesion around reasons for change; Tell, Don't Ask governs ownership of state-dependent decisions and transitions.",pass,"Tell, Don't Ask pulls invariant behavior into its owner, while SRP limits that owner to behavior serving its cohesive actor.",pass,"A domain object owns its state transition but not unrelated persistence, reporting, or cross-aggregate workflow.",Tension,Moderation,Convergent,An invoice should own pricing invariants but need not own database storage or HTML rendering.,Applies when behavior can access the data but may serve a different responsibility.,high,publish,pair-dossiers/P138-single-responsibility-principle-tell-don-t-ask.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P139,Single Responsibility Principle,Law of Demeter,fail,Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Law of Demeter governs knowledge of collaborators' internal structure. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning knowledge of collaborators' internal structure arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P140,Single Responsibility Principle,Boy Scout Rule,fail,Distinct operational decisions: Single Responsibility Principle governs module cohesion around reasons for change; Boy Scout Rule governs scope and timing of incidental local cleanup. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Single Responsibility Principle to module cohesion around reasons for change while no decision concerning scope and timing of incidental local cleanup arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P141,Composition over Inheritance,Convention over Configuration,fail,Distinct operational decisions: Composition over Inheritance governs reuse and variation mechanism; Convention over Configuration governs routine defaults versus explicit exceptions. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Composition over Inheritance to reuse and variation mechanism while no decision concerning routine defaults versus explicit exceptions arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P142,Composition over Inheritance,Unix Philosophy,pass,Causally connected decisions: Composition over Inheritance governs reuse and variation mechanism; Unix Philosophy governs component scope and composition interface.,pass,Both build larger behavior by combining replaceable focused parts rather than enlarging one hierarchy or tool.,pass,Variation is expressed as small ordinary functions or components joined through stable values.,Reinforcement,,Convergent,Splitting a cohesive in-process algorithm into processes adds serialization and failure cost.,Applies when several focused behaviors must be combined in different ways.,high,publish,pair-dossiers/P142-composition-over-inheritance-unix-philosophy.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P143,Composition over Inheritance,"Functional Core, Imperative Shell",pass,Both affect assembly of pure decisions with effectful execution.,fail,Rejected hypothesis: The shell composes a deterministic core with focused effect adapters instead of inheriting workflow behavior from a base class.,fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P143-composition-over-inheritance-functional-core-imperative-shell.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P144,Composition over Inheritance,Negative Code,pass,Both affect replacement of subclass combinations.,fail,Rejected hypothesis: Factoring independent variation axes into composed behaviors can remove duplicated subclasses and overrides.,fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P144-composition-over-inheritance-negative-code.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P145,Composition over Inheritance,Dead Code Elimination,fail,Distinct operational decisions: Composition over Inheritance governs reuse and variation mechanism; Dead Code Elimination governs liveness within the supported system boundary. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Composition over Inheritance to reuse and variation mechanism while no decision concerning liveness within the supported system boundary arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P146,Composition over Inheritance,Refactoring Toward Primitives,pass,Causally connected decisions: Composition over Inheritance governs reuse and variation mechanism; Refactoring Toward Primitives governs replacement of custom code by existing capabilities.,fail,"Adversarial rejection: A platform primitive can happen to serve as a collaborator, but that does not generally enable composition or eliminate inheritance. The proposed adapter example is a tactic-specific coincidence.",fail,"No pair-specific, context-independent implementation or review consequence survived adversarial review.",Independence,,Unsupported,Wrapping every standard call in a custom strategy preserves rather than removes machinery.,Applies when the primitive matches one independent behavior axis.,high,reject,pair-dossiers/P146-composition-over-inheritance-refactoring-toward-primitives.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P147,Composition over Inheritance,Dependency Inversion Principle,pass,Causally connected decisions: Composition over Inheritance governs reuse and variation mechanism; Dependency Inversion Principle governs contract ownership and source-dependency direction.,pass,DIP defines the policy-owned boundary and composition supplies the concrete detail at the application edge without inheritance.,pass,A small function or object is passed to policy; no container or base class is required.,Complementary,Enablement,Convergent,Composing a fixed helper solely for mockability adds no inversion value.,Applies when a real volatile detail must be assembled behind a stable policy contract.,high,publish,pair-dossiers/P147-composition-over-inheritance-dependency-inversion-principle.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P148,Composition over Inheritance,Data-Driven Design,pass,Both affect representation of variation.,fail,"Rejected hypothesis: Regular cases can move to a typed table, while irregular behavior may remain composed collaborators; each avoids forcing the other mechanism beyond its fit.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P148-composition-over-inheritance-data-driven-design.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P149,Composition over Inheritance,Make Illegal States Unrepresentable,fail,Distinct operational decisions: Composition over Inheritance governs reuse and variation mechanism; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Composition over Inheritance to reuse and variation mechanism while no decision concerning representation and enforcement of stable invariants arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P150,Composition over Inheritance,"Parse, Don't Validate",fail,"Distinct operational decisions: Composition over Inheritance governs reuse and variation mechanism; Parse, Don't Validate governs conversion of raw input into trusted domain values. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Composition over Inheritance to reuse and variation mechanism while no decision concerning conversion of raw input into trusted domain values arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P151,Composition over Inheritance,"Tell, Don't Ask",fail,"Distinct operational decisions: Composition over Inheritance governs reuse and variation mechanism; Tell, Don't Ask governs ownership of state-dependent decisions and transitions. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Composition over Inheritance to reuse and variation mechanism while no decision concerning ownership of state-dependent decisions and transitions arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P152,Composition over Inheritance,Law of Demeter,pass,Causally connected decisions: Composition over Inheritance governs reuse and variation mechanism; Law of Demeter governs knowledge of collaborators' internal structure.,pass,Composition can create deep collaborator graphs; Law of Demeter prevents consumers from depending on the assembly's internal chain.,pass,The composer exposes a cohesive capability and keeps nested collaborators private.,Moderation,,Convergent,A transparent pipeline of returned immutable values is not harmful graph navigation.,Applies when a composed object graph would otherwise be navigated by callers.,high,publish,pair-dossiers/P152-composition-over-inheritance-law-of-demeter.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P153,Composition over Inheritance,Boy Scout Rule,fail,Distinct operational decisions: Composition over Inheritance governs reuse and variation mechanism; Boy Scout Rule governs scope and timing of incidental local cleanup. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Composition over Inheritance to reuse and variation mechanism while no decision concerning scope and timing of incidental local cleanup arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P154,Convention over Configuration,Unix Philosophy,fail,Distinct operational decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Unix Philosophy governs component scope and composition interface. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Convention over Configuration to routine defaults versus explicit exceptions while no decision concerning component scope and composition interface arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P155,Convention over Configuration,"Functional Core, Imperative Shell",fail,"Distinct operational decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Functional Core, Imperative Shell governs placement of deterministic decisions and effects. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Convention over Configuration to routine defaults versus explicit exceptions while no decision concerning placement of deterministic decisions and effects arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P156,Convention over Configuration,Negative Code,pass,Both affect removal of redundant ordinary-case configuration.,fail,"Rejected hypothesis: Once a stable discoverable convention supplies the default, duplicate settings and discovery glue can be safely deleted.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P156-convention-over-configuration-negative-code.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P157,Convention over Configuration,Dead Code Elimination,fail,Distinct operational decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Dead Code Elimination governs liveness within the supported system boundary. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Convention over Configuration to routine defaults versus explicit exceptions while no decision concerning liveness within the supported system boundary arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P158,Convention over Configuration,Refactoring Toward Primitives,pass,Causally connected decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Refactoring Toward Primitives governs replacement of custom code by existing capabilities.,pass,Framework and ecosystem primitives often embody conventions that make repetitive local configuration unnecessary.,pass,The project follows the primitive's established discovery and naming defaults and retains explicit exceptions only.,Reinforcement,,Convergent,Opaque framework inference with many overrides can cost more than direct configuration.,Applies when a maintained platform convention covers the dominant case.,high,publish,pair-dossiers/P158-convention-over-configuration-refactoring-toward-primitives.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P159,Convention over Configuration,Dependency Inversion Principle,pass,Causally connected decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Dependency Inversion Principle governs contract ownership and source-dependency direction.,pass,"Convention can reduce composition wiring, but hidden dependency resolution obscures DIP's ownership, lifetime, and source direction.",pass,The composition remains inspectable even if standard conventions discover adapters.,Tension,,Convergent,Explicit construction is preferable when inferred resolution makes errors and lifetimes hard to trace.,Applies when a framework convention auto-wires policy and details.,high,publish,pair-dossiers/P159-convention-over-configuration-dependency-inversion-principle.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P160,Convention over Configuration,Data-Driven Design,pass,Both affect representation of a dominant case and its regular exceptions.,fail,Rejected hypothesis: Convention handles the stable default; a small typed table can encode the remaining inspectable variations without repeated control flow.,fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P160-convention-over-configuration-data-driven-design.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P161,Convention over Configuration,Make Illegal States Unrepresentable,fail,Distinct operational decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Convention over Configuration to routine defaults versus explicit exceptions while no decision concerning representation and enforcement of stable invariants arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P162,Convention over Configuration,"Parse, Don't Validate",pass,"Causally connected decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Parse, Don't Validate governs conversion of raw input into trusted domain values.",fail,"Rejected hypothesis: A convention supplies defaults, while parsing resolves defaults and explicit overrides into one trusted configuration value.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,A security-sensitive retention policy should not be silently inferred from a filename convention.,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P162-convention-over-configuration-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P163,Convention over Configuration,"Tell, Don't Ask",fail,"Distinct operational decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Tell, Don't Ask governs ownership of state-dependent decisions and transitions. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Convention over Configuration to routine defaults versus explicit exceptions while no decision concerning ownership of state-dependent decisions and transitions arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P164,Convention over Configuration,Law of Demeter,fail,Distinct operational decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Law of Demeter governs knowledge of collaborators' internal structure. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Convention over Configuration to routine defaults versus explicit exceptions while no decision concerning knowledge of collaborators' internal structure arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P165,Convention over Configuration,Boy Scout Rule,fail,Distinct operational decisions: Convention over Configuration governs routine defaults versus explicit exceptions; Boy Scout Rule governs scope and timing of incidental local cleanup. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Convention over Configuration to routine defaults versus explicit exceptions while no decision concerning scope and timing of incidental local cleanup arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P166,Unix Philosophy,"Functional Core, Imperative Shell",pass,"Causally connected decisions: Unix Philosophy governs component scope and composition interface; Functional Core, Imperative Shell governs placement of deterministic decisions and effects.",pass,"Unix-style value streams and focused stages support a deterministic core, while the shell owns process and I/O effects.",pass,"Pure transformations can be composed and tested separately from file, network, and diagnostic handling.",Complementary,,Convergent,A simple pass-through command with only I/O has no useful functional core.,Applies when a tool contains meaningful transformations plus external interaction.,high,publish,pair-dossiers/P166-unix-philosophy-functional-core-imperative-shell.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P167,Unix Philosophy,Negative Code,pass,Both affect reuse of existing focused components instead of custom monoliths.,fail,Rejected hypothesis: Combining an existing tool through a stable interface can replace owned implementation and its perimeter.,fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P167-unix-philosophy-negative-code.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P168,Unix Philosophy,Dead Code Elimination,fail,Distinct operational decisions: Unix Philosophy governs component scope and composition interface; Dead Code Elimination governs liveness within the supported system boundary. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Unix Philosophy to component scope and composition interface while no decision concerning liveness within the supported system boundary arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
